joint_name,servo_id,active_profile_valid,calibration_status,direction_sign,min_limit,max_limit,open_position,pre_grasp_position,grasp_position,release_position,neutral_position,grasp_above_calibrated_min,grasp_minus_calibrated_min_ticks,full_mechanical_close_evidenced,piece_used_for_grasp_calibration,observed_present_position_after_lerobot_recalibration,notes
gripper,6,true,calibrated_after_lerobot_recalibration,-1,1463,1738,1704,1596,1510,1652,1616,true,47,false,not evidenced,1462,"Previous 1033..1293 / 1122..1250 gripper values are stale after LeRobot recalibration. | Active profile was manually recorded after LeRobot recalibration. | Asymmetric gripper: one moving jaw, one fixed jaw."
