timestamp_utc,event_kind,action,joint,servo_id,enabled,status,backend,dry_run,reason,error,details_json
2026-05-21T05:12:51.739009Z,write,servo_torque,,3,false,ok,feetech,false,,,"{""action"":""servo_torque"",""backend"":""feetech"",""dry_run"":false,""enabled"":false,""servo_id"":3,""status"":""ok"",""timestamp_utc"":""2026-05-21T05:12:51.739009Z""}"
2026-05-21T05:12:51.739504Z,write,servo_torque,,4,false,ok,feetech,false,,,"{""action"":""servo_torque"",""backend"":""feetech"",""dry_run"":false,""enabled"":false,""servo_id"":4,""status"":""ok"",""timestamp_utc"":""2026-05-21T05:12:51.739504Z""}"
2026-05-21T05:12:51.739984Z,write,servo_torque,,5,false,ok,feetech,false,,,"{""action"":""servo_torque"",""backend"":""feetech"",""dry_run"":false,""enabled"":false,""servo_id"":5,""status"":""ok"",""timestamp_utc"":""2026-05-21T05:12:51.739984Z""}"
2026-05-21T05:14:38.605227Z,write,servo_torque,,1,true,ok,feetech,false,,,"{""action"":""servo_torque"",""backend"":""feetech"",""dry_run"":false,""enabled"":true,""servo_id"":1,""status"":""ok"",""timestamp_utc"":""2026-05-21T05:14:38.605227Z""}"
2026-05-21T05:14:38.605726Z,write,servo_torque,,2,true,ok,feetech,false,,,"{""action"":""servo_torque"",""backend"":""feetech"",""dry_run"":false,""enabled"":true,""servo_id"":2,""status"":""ok"",""timestamp_utc"":""2026-05-21T05:14:38.605726Z""}"
2026-05-21T05:14:38.606385Z,write,servo_torque,,3,true,ok,feetech,false,,,"{""action"":""servo_torque"",""backend"":""feetech"",""dry_run"":false,""enabled"":true,""servo_id"":3,""status"":""ok"",""timestamp_utc"":""2026-05-21T05:14:38.606385Z""}"
2026-05-21T05:14:38.606918Z,write,servo_torque,,4,true,ok,feetech,false,,,"{""action"":""servo_torque"",""backend"":""feetech"",""dry_run"":false,""enabled"":true,""servo_id"":4,""status"":""ok"",""timestamp_utc"":""2026-05-21T05:14:38.606918Z""}"
2026-05-21T05:14:38.607473Z,write,servo_torque,,5,true,ok,feetech,false,,,"{""action"":""servo_torque"",""backend"":""feetech"",""dry_run"":false,""enabled"":true,""servo_id"":5,""status"":""ok"",""timestamp_utc"":""2026-05-21T05:14:38.607473Z""}"
2026-05-21T05:15:42.267252Z,write,servo_torque,,1,false,ok,feetech,false,,,"{""action"":""servo_torque"",""backend"":""feetech"",""dry_run"":false,""enabled"":false,""servo_id"":1,""status"":""ok"",""timestamp_utc"":""2026-05-21T05:15:42.267252Z""}"
2026-05-21T05:15:42.267854Z,write,servo_torque,,2,false,ok,feetech,false,,,"{""action"":""servo_torque"",""backend"":""feetech"",""dry_run"":false,""enabled"":false,""servo_id"":2,""status"":""ok"",""timestamp_utc"":""2026-05-21T05:15:42.267854Z""}"
